"","Kingdom","Species","in3_0","Kingdom_new","Species_new","Source","Description","Description2","CBD_subcategory","CBD_pathway","CBD_Mechanism","Direct_or_Indirect","Primary_or_Secondary","CountrySpecific","RemovePathways","Checkedby_00","Checkedby","Double_checkedby","Notes"
"2777","Animalia","Anastrepha fraterculus","yes","Animalia","Anastrepha fraterculus","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2778","Animalia","Bactrocera cucurbitae","yes","Animalia","Bactrocera cucurbitae","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2779","Animalia","Bactrocera dorsalis","No","Animalia","Bactrocera dorsalis","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2780","Animalia","Bactrocera dorsalis","yes","Animalia","Bactrocera dorsalis","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"2781","Animalia","Halyomorpha halys","yes","Animalia","Halyomorpha halys","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Anna",NA,NA
"2782","Animalia","Halyomorpha halys","No","Animalia","Halyomorpha halys","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Primary","No","No",NA,"Phil",NA,NA
"2783","Plantae","Heracleum mantegazzianum","No","Plantae","Heracleum mantegazzianum","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2784","Plantae","Heracleum mantegazzianum","yes","Plantae","Heracleum mantegazzianum","CABI","Luggage (pathway vector)","Hitchhiker on human","People & luggage","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2785","Animalia","Homarus americanus","4.0999999999999996","Animalia","Homarus americanus","CABI","Luggage","Luggage","People & luggage","Stowaway","VECTOR","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2786","Animalia","Faxonius limosus",NA,"Animalia","Faxonius limosus","CABI","Aquarium trade","Aquarium trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2787","Animalia","Sturnus vulgaris","yes","Animalia","Sturnus vulgaris","GISD","Transportation of domesticated animals","Contaminant on animals","Pet","Escape","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"2788","Animalia","Sturnus vulgaris","No","Animalia","Sturnus vulgaris","CABI","Transportation of domesticated animals","Contaminant on animals","Pet","Escape","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Anna",NA,NA
"2789","Animalia","Helix lucorum","yes","Animalia","Helix lucorum",NA,"Internet sales","Internet sales","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2790","Animalia","Lissachatina fulica",NA,NA,"Achatina fulica",NA,"Internet sales","Internet sales","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"2791","Animalia","Pomacea canaliculata","yes","Animalia","Pomacea canaliculata","GISD","Live food trade, pet/aquarium trade, smuggling, nursery trade","Internet sales","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Phil",NA,NA
"2792","Animalia","Procambarus clarkii","yes","Animalia","Procambarus clarkii","GISD","Live food trade, pet/aquarium trade, smuggling, nursery trade","Internet sales","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,NA
"2793","Animalia","Procambarus clarkii","No","Animalia","Procambarus clarkii","GISD","Live food trade, pet/aquarium trade, smuggling, nursery trade","Internet sales","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2794","Animalia","Pseudorasbora parva","yes","Animalia","Pseudorasbora parva","CABI","live food trade, pet/aquarium trade, Internet sales","Internet sales","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2795","Animalia","Acridotheres tristis","yes","Animalia","Acridotheres tristis","CABI","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"2796","Animalia","Atelerix albiventris","yes","Animalia","Atelerix albiventris","Santana, E.M., Jantz, H.E. and Best, T.L., 2010. Atelerix albiventris (Erinaceomorpha: Erinaceidae). Mammalian Species, 42(857), pp.99-110.","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"2797","Animalia","Atlantoxerus getulus","No","Animalia","Atlantoxerus getulus","Medina, F.M., López-Darias, M. and Piquet, J.C., 2019. Rapid responses against invasive species on islands: Lessons from the introduced Barbary ground squirrel Atlantoxerus getulus in the Canary Islands. Oryx, 53(4), pp.782-786.","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","Yes","No","Anna","Anna",NA,NA
"2798","Fungi","Batrachochytrium dendrobatidis","yes","Fungi","Batrachochytrium dendrobatidis","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Indirect","Primary","No","No","Anna","Anna",NA,NA
"2799","Plantae","Cabomba caroliniana","yes","Plantae","Cabomba caroliniana","GISD","Aquarium pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No","Emma","Emma",NA,NA
"2800","Plantae","Cabomba caroliniana","yes","Plantae","Cabomba caroliniana","GISD","Aquarium pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No","Emma","Emma",NA,NA
"2801","Animalia","Callosciurus erythraeus","yes","Animalia","Callosciurus erythraeus","CABI","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2802","Animalia","Canis lupus","yes","Animalia","Canis lupus familiaris","CABI","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2803","Animalia","Canis lupus","No","Animalia","Canis lupus familiaris","CABI","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2804","Animalia","Carassius auratus","yes","Animalia","Carassius auratus","CABI","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2805","Animalia","Carcinus maenas","yes","Animalia","Carcinus maenas","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Indirect","Secondary","No","No","Melina","Melina","Y",NA
"2806","Animalia","Carcinus maenas","yes","Animalia","Carcinus maenas","CABI","Pets and aquarium species (pathway vector)","Pet trade","Pet","Escape","Movement of COMMODITY","Indirect","Secondary","No","No","Melina","Melina","Y",NA
"2807","Plantae","Caulerpa taxifolia","yes","Plantae","Caulerpa taxifolia","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2808","Plantae","Caulerpa taxifolia","yes","Plantae","Caulerpa taxifolia","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2809","Plantae","Caulerpa taxifolia","No","Plantae","Caulerpa taxifolia","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2810","Plantae","Caulerpa taxifolia","yes","Plantae","Caulerpa taxifolia","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2811","Plantae","Caulerpa taxifolia","yes","Plantae","Caulerpa taxifolia","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2812","Plantae","Caulerpa taxifolia","No","Plantae","Caulerpa taxifolia","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2813","Plantae","Caulerpa taxifolia","yes","Plantae","Caulerpa taxifolia","CABI","Pets and aquarium species (pathway vector)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2814","Plantae","Caulerpa taxifolia","yes","Plantae","Caulerpa taxifolia","CABI","Pets and aquarium species (pathway vector)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2815","Plantae","Caulerpa taxifolia","No","Plantae","Caulerpa taxifolia","CABI","Pets and aquarium species (pathway vector)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2816","Animalia","Channa argus","4.0999999999999996","Animalia","Channa argus","GISD","intentional release of aquarium fish","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2817","Animalia","Chelydra serpentina","4.0999999999999996","Animalia","Chelydra serpentina","Koo, K.S., Park, S.M., Kang, H.J., Park, H.R., Choi, J.H., Lee, J.S., Kim, B.K. and Sung, H.C., 2020. New record of the non-native snapping turtle Chelydra serpentina (Linnaeus, 1758) in the wild of the Republic of Korea. BioInvasions Records, 9(2), pp.444-449.","Chelydra serpentina (Linnaeus, 1758) is one of the well-known non-native turtles that has been introduced into many countries in Asia (including
Japan, China, Hong Kong, Singapore), Europe (Germany, Netherland,
France, Spain) and South America (Mexico, Honduras, Costa Rica, Panama,
Ecuador) through pet and food trade (Shiau et al. 2006; Parrott et al. 2009;
de Magalhães and São-Pedro 2012)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2818","Animalia","Chlorocebus pygerythrus","6.1","Animalia","Chlorocebus pygerythrus","Williams, D.M., Almanza, S.M., Sifuentes-Romero, I. and Detwiler, K.M., 2021. The history, taxonomy, and geographic origins of an introduced African monkey in the southeastern United States. Primates, 62(4), pp.617-627.","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2819","Animalia","Coptodon zillii","yes","Animalia","Coptodon zillii","CABI","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2820","Animalia","Corbicula fluminea","yes","Animalia","Corbicula fluminea","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2821","Animalia","Corbicula fluminea","No","Animalia","Corbicula fluminea","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2822","Animalia","Cyprinus carpio","yes","Animalia","Cyprinus carpio","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2823","Animalia","Cyprinus carpio","yes","Animalia","Cyprinus carpio","CABI","Pets and aquarium species (pathway vector)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2824","Animalia","Dreissena polymorpha","yes","Animalia","Dreissena polymorpha","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2825","Animalia","Dreissena polymorpha","No","Animalia","Dreissena polymorpha","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2826","Plantae","Egeria densa","yes","Plantae","Egeria densa","CABI","Aquarium pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2827","Plantae","Eichhornia crassipes","yes","Plantae","Eichhornia crassipes","GISD","Aquarium pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2828","Plantae","Eichhornia crassipes","No","Plantae","Eichhornia crassipes","GISD","Aquarium pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2829","Animalia","Elaphe taeniura",NA,"Animalia","Elaphe taeniura","van Doorn, L., Speybroeck, J., Brys, R., Halfmaerten, D., Neyrinck, S., Engelen, P. and Adriaens, T., 2021. Aesthetic aliens: invasion of the beauty rat snake, Elaphe taeniura Cope, 1861 in Belgium, Europe. BioInvasions Records, 10(3), pp.741-754.","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2830","Plantae","Elodea canadensis","yes","Plantae","Elodea canadensis","GISD","Aquarium pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"2831","Plantae","Elodea nuttallii","yes","Plantae","Elodea nuttallii","CABI","Pet/aquarium trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"2832","Animalia","Felis catus","yes","Animalia","Felis catus","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2833","Animalia","Felis catus","No","Animalia","Felis catus","GISD","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2834","Animalia","Gambusia holbrooki","yes","Animalia","Gambusia holbrooki","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Melina",NA,NA
"2835","Plantae","Gymnocoronis spilanthoides","yes","Plantae","Gymnocoronis spilanthoides","CABI","Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2836","Animalia","Helix lucorum","yes","Animalia","Helix lucorum",NA,"Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2837","Plantae","Hydrilla verticillata","No","Plantae","Hydrilla verticillata",NA,"Pet trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2838","Plantae","Hydrocotyle ranunculoides","yes","Plantae","Hydrocotyle ranunculoides","CABI","Pet/aquarium trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2839","Plantae","Hydrocotyle ranunculoides","yes","Plantae","Hydrocotyle ranunculoides","CABI","Pet/aquarium trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"2840","Animalia","Iguana iguana","yes","Animalia","Iguana iguana","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2841","Animalia","Iguana iguana","No","Animalia","Iguana iguana","CABI","Pet trade (pathway cause)","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2842","Animalia","Iguana iguana","yes","Animalia","Iguana iguana","GISD","Pet/aquarium trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2843","Animalia","Iguana iguana","No","Animalia","Iguana iguana","GISD","Pet/aquarium trade","Pet trade","Pet","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
