Kingdom,Phylum,Class,Order,Family,Genus,Species,Species2,Environment_IAS,Kingdom_new,CoarseGroups,FineGroups,coarse_group,coarse_group_unspecified,fine_group,Sp_Focus,Species_new,Official_country,Origin,Source,Description,CBD_Mechanism_initial,CBD_Cat_inital,Description2,CBD_Mechanism2,CBD_Cat2,CBD_Mechanism_order,CBD_Cat_order,Description_order,pathway_count,CBD_subcategory,CBD_pathway,CBD_Mechanism,Direct_or_Indirect,Primary_or_Secondary,CountrySpecific,RemovePathways,Checkedby_00,Checkedby,Double_checkedby,Notes
Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,Pacifastacus leniusculus,Pacifastacus leniusculus,aquatic,Animalia,aquatic invertebrate,aquatic arthropod,Decapod,Decapod,Decapod,single,Pacifastacus leniusculus,United Kingdom,,CABI,Stocking (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Stocking,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Stocking,3,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Panicum,Panicum maximum,Panicum maximum,semi-aquatic,Plantae,,,Plant,Plant,SAQPlant,single,Panicum maximum,Brazil,NA,GISD,Agricultural Practices,Movement of COMMODITY,ESCAPE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Liliopsida,Cyperales,Poaceae,Panicum,Panicum repens,Panicum repens,semi-aquatic,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,SAQPlant,single,Panicum repens,Spain,,,Crop production (pathway cause),Movement of COMMODITY,ESCAPE,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Liliopsida,Cyperales,Poaceae,Panicum,Panicum repens,Panicum repens,semi-aquatic,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,SAQPlant,single,Panicum repens,Spain,,,Forage (pathway cause),Movement of COMMODITY,TRANSPORT_CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Liliopsida,Cyperales,Poaceae,Panicum,Panicum repens,Panicum repens,semi-aquatic,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,SAQPlant,single,Panicum repens,USA,,,Crop production (pathway cause),Movement of COMMODITY,ESCAPE,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Plantae,Tracheophyta,Liliopsida,Cyperales,Poaceae,Panicum,Panicum repens,Panicum repens,semi-aquatic,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,SAQPlant,single,Panicum repens,USA,,,Forage (pathway cause),Movement of COMMODITY,TRANSPORT_CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Phil,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Paracoccus,Paracoccus marginatus,Paracoccus marginatus,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Paracoccus marginatus,India,,,Crop production,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Crop production,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Crop production,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,,,,Melina,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Paracoccus,Paracoccus marginatus,Paracoccus marginatus,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Paracoccus marginatus,India,,,Food contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Food contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Food contaminant,2,Food contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,,,,Melina,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Paracoccus,Paracoccus marginatus,Paracoccus marginatus,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Paracoccus marginatus,India,,,Horticulture,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Horticulture,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Horticulture,2,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,,,,Melina,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Paracoccus,Paracoccus marginatus,Paracoccus marginatus,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Paracoccus marginatus,India,,,Ornamental purposes,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Ornamental purposes,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Ornamental purposes,2,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,,,,Melina,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Paracoccus,Paracoccus marginatus,Paracoccus marginatus,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Paracoccus marginatus,India,,,Internet sales,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Internet sales,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Internet sales,2,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,,,,Melina,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Australia,,CABI,Fodder,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,2,Agriculture,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Spain,,CABI,Fodder,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,2,Agriculture,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Australia,,CABI,"Ornamental, horticulture, nursery trade",Movement of COMMODITY,RELEASE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,2,Horticulture,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Australia,,CABI,"Ornamental, horticulture, nursery trade",Movement of COMMODITY,RELEASE,Nursery trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,2,Horticulture,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Spain,,CABI,"Ornamental, horticulture, nursery trade",Movement of COMMODITY,RELEASE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,2,Horticulture,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Spain,,CABI,"Ornamental, horticulture, nursery trade",Movement of COMMODITY,RELEASE,Nursery trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,2,Horticulture,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Australia,,CABI,"Ornamental, horticulture, nursery trade",Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,2,Ornamental,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,Parkinsonia aculeata,Parkinsonia aculeata,terrestrial,Plantae,terrestrial plant,terrestrial shrub/tree,Plant,Plant,TerrestrialPlant,single,Parkinsonia aculeata,Spain,,CABI,"Ornamental, horticulture, nursery trade",Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,2,Ornamental,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,Parthenium hysterophorus,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Parthenium hysterophorus,Australia,,GISD,Agriculture,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,Parthenium hysterophorus,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Parthenium hysterophorus,Ethiopia,,GISD,Agriculture,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,Parthenium hysterophorus,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Parthenium hysterophorus,India,,GISD,Agriculture,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,Parthenium hysterophorus,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Parthenium hysterophorus,Kenya,,GISD,Agriculture,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,Parthenium hysterophorus,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Parthenium hysterophorus,South Africa,,GISD,Agriculture,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,Parthenium hysterophorus,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Parthenium hysterophorus,Tanzania,,GISD,Agriculture,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,Parthenium hysterophorus,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Parthenium hysterophorus,Uganda,,GISD,Agriculture,Movement of COMMODITY,RELEASE,Agricultural Practices,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Agricultural Practices,1,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum dilatatum,Paspalum dilatatum,terrestrial,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,TerrestrialPlant,single,Paspalum dilatatum,France,,CABI,Forage (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,5,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,,,Phil,,
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum dilatatum,Paspalum dilatatum,terrestrial,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,TerrestrialPlant,single,Paspalum dilatatum,France,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,,,Phil,,
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum distichum,Paspalum distichum,terrestrial,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,TerrestrialPlant,single,Paspalum distichum,France,,CABI,Animal production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum distichum,Paspalum distichum,terrestrial,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,TerrestrialPlant,single,Paspalum distichum,France,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Paulowniaceae,Paulownia,Paulownia tomentosa,Paulownia tomentosa,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Paulownia tomentosa,Spain,,CABI,Forestry (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forestry,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Forestry,3,Forestry,Escape,Movement of COMMODITY,Direct,Primary,No,,,Phil,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Paulowniaceae,Paulownia,Paulownia tomentosa,Paulownia tomentosa,terrestrial,Plantae,terrestrial plant,terrestrial tree,Plant,Plant,TerrestrialPlant,single,Paulownia tomentosa,Spain,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,,,Phil,,
Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Perca,Perca fluviatilis,Perca fluviatilis,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Perca fluviatilis,Spain,,CABI,Stocking (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Stocking,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Stocking,2,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,
Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,Phasianus colchicus,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Phasianus colchicus,Germany,,,Animal production,Movement of COMMODITY,ESCAPE,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,2,Farmed animals,Escape,Movement of COMMODITY,Direct,Primary,No,Yes,,Camille Bernery,,"GISD : Deliberate introduction as gamebird from Asia to Europe, N. America, Chile, Australia & New Zealand ==> Not really an escape + No mention of the countries"
Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,Phasianus colchicus,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Phasianus colchicus,Japan,,,Animal production,Movement of COMMODITY,ESCAPE,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,2,Farmed animals,Escape,Movement of COMMODITY,Direct,Primary,No,Yes,,Camille Bernery,,"GISD : Deliberate introduction as gamebird from Asia to Europe, N. America, Chile, Australia & New Zealand ==> Not really an escape + No mention of the countries"
Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,Phasianus colchicus,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Phasianus colchicus,Germany,,,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,"11_Hunting, angling, sport or racing",2,Hunting,Release,Movement of COMMODITY,Direct,Primary,No,,,Camille Bernery,,
Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,Phasianus colchicus,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Phasianus colchicus,Germany,,,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,"Hunting, angling, sport or racing",Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,"12_Hunting, angling, sport or racing",2,Hunting,Release,Movement of COMMODITY,Direct,Primary,No,,,Camille Bernery,,
Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,Phasianus colchicus,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Phasianus colchicus,Japan,,,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,"11_Hunting, angling, sport or racing",2,Hunting,Release,Movement of COMMODITY,Direct,Primary,No,,,Camille Bernery,,
Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,Phasianus colchicus,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Phasianus colchicus,Japan,,,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,"Hunting, angling, sport or racing",Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,"12_Hunting, angling, sport or racing",2,Hunting,Release,Movement of COMMODITY,Direct,Primary,No,,,Camille Bernery,,
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Pheidole megacephala,Australia,,CABI,Mail (pathway vector),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Mail,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Mail,2,Seed contaminant,Contaminant,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Phenacoccus,Phenacoccus manihoti,Phenacoccus manihoti,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Phenacoccus manihoti,Diverse/Unspecified,,CABI,Agriculture - contaminated crop,Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Agricultural Practices,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Agricultural Practices,2,Agriculture,Escape,Movement of COMMODITY,Unknown,Unknown,Unknown,,,Phil,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Phenacoccus,Phenacoccus solenopsis,Phenacoccus solenopsis,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Phenacoccus solenopsis,India/Pakistan,,CABI,Agriculture - contaminated crop,Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Agricultural Practices,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Agricultural Practices,2,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,,,Phil,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Phenacoccus,Phenacoccus solenopsis,Phenacoccus solenopsis,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Phenacoccus solenopsis,India/Pakistan,,CABI,Crop production (pathway cause),Movement of COMMODITY,TRANSPORT_CONTAMINANT,Crop production,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Crop production,2,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Phenacoccus,Phenacoccus solenopsis,Phenacoccus solenopsis,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Phenacoccus solenopsis,India/Pakistan,,CABI,Horticulture (pathway cause),Movement of COMMODITY,TRANSPORT_CONTAMINANT,Horticulture,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Horticulture,2,Horticulture,Escape,Movement of COMMODITY,Indirect,Primary,No,,,Phil,,
